iid;job;company;ssn;residence;current_location;blood_group;website;username;name;sex_x;address;mail;birthdate;age;sex_y;cp;trestbps;chol;fbs;restecg;thalach;exang;oldpeak;slope;ca;thal;target
328;Engineer, mining;Vaughan and Sons;317-25-0900;"82343 Joanne Hill Suite 308
South Karenberg, WA 57390";(Decimal('-47.600569'), Decimal('-101.317059'));O-;['http://jones.com/', 'http://www.young-hill.org/', 'https://www.davis.org/', 'http://www.elliott.net/'];nguyenjaclyn;Ashley Gardner;F;"53018 Smith Freeway
North Lauraburgh, AZ 74200";ngray@yahoo.com;1927-01-28;65;1;0;110;248;0;0;158;0;0.6;2;2;1;0
329;mécanicien bateaux;Vallée;1,13088E+14;"19, rue de Valentin
00437 Sainte Christiane";(Decimal('-24.8838905'), Decimal('-163.257066'));AB-;['http://www.bouchet.com/'];lthibault;Alix Menard;F;"72, rue Laurence Hubert
30600 Saint Christine";bmenard@live.com;1917-05-03;64;1;2;125;309;0;1;131;1;1.8;1;0;3;0
330;Ranger/warden;Johnson, Aguirre and Flores;708-64-4875;"4759 Mccarthy Brook
New Wendyland, GA 95350";(Decimal('48.6268955'), Decimal('-97.926103'));A-;['https://bell-wilson.com/', 'https://mathis.net/', 'https://ryan.org/'];andrew93;Angela Sherman;F;"582 Allison Path Apt. 799
New Amy, RI 03738";bakerrick@gmail.com;1984-05-19;56;1;0;130;283;1;0;103;1;1.6;0;0;3;0
331;sage-femme;Labbé Rocher SARL;2,21012E+14;"boulevard Leduc
84787 Seguin";(Decimal('-35.947060'), Decimal('116.381264'));A-;['https://fontaine.com/', 'https://ribeiro.fr/'];bmarie;Sébastien Legendre Le Leconte;M;"965, rue Rémy Descamps
67397 Mathieu-la-Forêt";lesageaimee@hotmail.fr;1966-03-14;34;0;1;118;210;0;1;192;0;0.7;2;0;2;1
332;projectionniste;Lesage;2,46026E+14;"933, chemin Philippe
92127 Simon";(Decimal('33.753343'), Decimal('-39.787633'));AB-;['http://garcia.fr/', 'http://normand.fr/'];lucasmarcelle;Jules-Gabriel Gautier;M;"rue Honoré Blanchet
95199 Arnaudboeuf";agathereynaud@noos.fr;1977-12-25;50;1;0;150;243;0;0;128;0;2.6;1;0;3;0
333;maraîcher;Marty Diaz SA;2,94042E+14;"705, avenue Alexandre Blin
12449 OlivierBourg";(Decimal('56.949445'), Decimal('-134.506169'));A-;['http://www.remy.fr/', 'https://remy.fr/'];qpayet;Virginie Pasquier;F;"48, avenue de Colas
95458 Lopez-sur-Mer";guibertaurelie@gmail.com;1957-11-24;41;1;0;110;172;0;0;158;0;0.0;2;0;3;0
334;menuisier;Torres Guillou SARL;1,01032E+14;"3, rue Diane Samson
49271 Paul-sur-Laroche";(Decimal('7.7379825'), Decimal('62.085965'));A-;['https://www.philippe.com/', 'https://renault.com/', 'http://bruneau.net/', 'https://www.mary.net/'];cbonnin;Astrid Valette;F;"287, rue Rodriguez
16093 Lecomtedan";georgesbuisson@free.fr;1978-09-13;62;1;0;120;267;0;1;99;1;1.8;1;2;3;0
335;peintre en bâtiment;Prévost;1,06013E+14;"676, boulevard de Raynaud
86501 Foucher";(Decimal('-5.230589'), Decimal('123.256817'));A+;['https://becker.net/', 'https://devaux.fr/', 'https://www.robert.net/'];garciamarianne;Claire Lévêque;F;"79, boulevard de Rey
88809 Rossi-sur-Mer";gimenezhelene@orange.fr;1940-11-01;54;1;0;110;206;0;0;108;1;0.0;1;1;2;0
336;maréchal-ferrant;Vallée et Fils;2,66116E+14;"59, chemin de Mahe
98838 HernandezBourg";(Decimal('31.2652805'), Decimal('81.550509'));O-;['http://marion.org/', 'https://bourgeois.fr/'];ramosmatthieu;Victoire du Dumont;F;"98, avenue Danielle Pierre
39819 Saint Valentine";corinne35@live.com;1959-11-05;60;1;2;140;185;0;0;155;0;3.0;1;0;2;0
337;Chartered accountant;Richardson, Pierce and Bishop;466-97-9985;"24411 Butler Ridges
East Anthonyfurt, AS 49017";(Decimal('22.1074175'), Decimal('44.526153'));AB-;['http://www.ruiz-gordon.com/', 'http://www.johnson.com/', 'https://ramirez.com/'];dannyvasquez;Paul Williams;M;"2971 Terry Stream Suite 343
Lake Clinton, NV 15462";nicoleyu@yahoo.com;2012-01-05;67;0;0;106;223;0;1;142;0;0.3;2;2;2;1
338;International aid/development worker;Bhat Ltd;780-29-3821;H.No. 619, Ahluwalia Chowk, Serampore 327140;(Decimal('31.466619'), Decimal('-37.161257'));B-;['http://www.subramanian.com/', 'http://ratta.info/', 'https://dyal-basu.info/'];pranay54;Mehul Arya;M;84, Cheema Path, Nadiad 997592;msinghal@gmail.com;2002-09-28;58;1;1;125;220;0;1;144;0;0.4;1;4;3;1
339;visiteur médical médicale;Lemaire SARL;1,16028E+14;"15, rue Arthur Hoareau
24713 LarocheVille";(Decimal('-61.1354515'), Decimal('-43.935824'));AB-;['http://www.laroche.fr/', 'https://brun.fr/', 'http://duval.org/', 'http://guichard.com/'];franckgillet;Michel Delorme de la Alexandre;M;"98, boulevard Weiss
06093 Pinto";pierre15@tele2.fr;1965-01-14;58;0;0;170;225;1;0;146;1;2.8;1;2;1;0
341;technicien biologiste;Da Costa Rémy S.A.R.L.;1,56033E+14;"594, chemin Patrick Allain
96816 Grondin";(Decimal('-19.0143875'), Decimal('170.003596'));O+;['https://godard.com/'];alexlenoir;Émile-Isaac Blanchet;M;"86, rue Pauline Fabre
72323 Prévost";marquespatrick@yahoo.fr;1999-04-29;38;1;2;138;175;0;1;173;0;0.0;2;4;2;1
342;Nurse, adult;Lanka, Chadha and Choudhury;023-66-4511;36/773, Borra Road, Bidhannagar 933499;(Decimal('27.5844105'), Decimal('-131.431451'));O-;['https://bora.com/', 'http://www.bansal.com/', 'https://www.rout.org/'];bahlheer;Vidur Keer;M;99/470, Jha Path, Vasai-Virar-616664;ravelehsaan@hotmail.com;2008-12-21;41;1;2;130;214;0;0;168;0;2.0;1;0;2;1
344;Lighting technician, broadcasting/film/video;Basu, Vasa and Chokshi;392-02-4603;"932
Thakkar Marg
Howrah 668305";(Decimal('20.3329805'), Decimal('-129.228700'));A-;['http://batra-kant.net/', 'http://vora.com/', 'https://www.wadhwa.com/'];bordesamiha;Saanvi Sule;F;"57/53, Banik
Gwalior 695086";kaladhanush@hotmail.com;1944-05-26;64;1;0;120;246;0;0;96;1;2.2;0;1;2;0
345;Geochemist;Bava-Arora;087-73-9268;835, Sastry Zila, Jalna-199095;(Decimal('65.8730585'), Decimal('84.843358'));A-;['https://www.ramanathan.info/'];vedikabatta;Navya Virk;F;"16/981
Tella Road, New Delhi-179529";nishith61@gmail.com;1992-03-19;54;0;2;135;304;1;1;170;0;0.0;2;0;2;1
346;Radiographer, therapeutic;Gandhi Group;598-52-9029;49, Suresh, Jamshedpur 922345;(Decimal('72.6385095'), Decimal('160.359485'));A-;['https://gara-wason.com/', 'http://www.shere-sekhon.com/', 'https://www.din-venkatesh.com/'];tejas35;Ishaan Dyal;F;"803
Dalal, Delhi-441318";hrishita20@yahoo.com;1986-04-25;54;1;0;110;206;0;0;108;1;0.0;1;1;2;0
347;architecte web;Diallo SARL;2,83079E+14;"2, chemin Augustin Perez
15405 HuetVille";(Decimal('46.9215935'), Decimal('-69.708690'));AB-;['http://olivier.net/'];isaaccohen;Luce Le Vallée;F;"2, rue Bertrand
35235 Besnard";tlecomte@laposte.net;1963-04-18;53;1;2;130;197;1;0;152;0;1.2;0;0;2;1
348;Chiropractor;Barber, Burton and Walker;560-80-9824;"USS Rose
FPO AA 94419";(Decimal('70.7939765'), Decimal('-18.671718'));A+;['http://www.benton-smith.com/', 'https://williams.net/'];stephanie34;Nancy Rogers;F;"00673 Hughes Wells
Kimberlystad, CA 60924";angelicamccall@yahoo.com;2010-12-28;46;1;0;140;311;0;1;120;1;1.8;1;2;3;0
350;Passenger transport manager;Dora and Sons;020-28-7139;H.No. 714, Bhakta Chowk, Miryalaguda 693209;(Decimal('75.559266'), Decimal('-14.069703'));B-;['http://sani.com/', 'http://sundaram-bhandari.info/', 'http://madan.com/', 'http://www.issac.com/'];fbrar;Mishti Batra;M;H.No. 38, Kala Ganj, Bettiah 706315;xthaker@hotmail.com;2005-05-05;57;1;0;165;289;1;0;124;0;1.0;1;3;3;0
351;Teacher, music;Shroff, Srivastava and Sane;412-49-2156;56/005, Choudhary Circle, Ongole-166379;(Decimal('-34.513333'), Decimal('-150.384448'));A+;['https://www.desai-sha.info/', 'http://www.kashyap.com/', 'https://www.mangat.com/', 'https://luthra.net/'];kbasak;Aarav Dugar;F;"102
Chander Zila
Ranchi 026859";uthkarsh90@hotmail.com;1923-04-28;67;1;2;152;212;0;0;150;0;0.8;1;0;3;0
352;ingénieur en imagerie médicale;Lopes;2,02056E+14;"8, rue Auger
55941 MarionVille";(Decimal('-82.447329'), Decimal('-103.255566'));A-;['http://www.collet.fr/'];benoit10;Monique Pasquier du Caron;F;"37, rue Descamps
77194 Valentin-les-Bains";anais96@club-internet.fr;1943-12-30;59;1;3;178;270;0;0;145;0;4.2;0;0;3;1
353;Contracting civil engineer;Mangat Inc;400-95-9880;38, Madan Ganj, Nanded 026516;(Decimal('1.102765'), Decimal('-140.869018'));B-;['https://thakkar-som.org/'];siya46;Indranil Vora;M;"07/091
Kuruvilla Road
Mira-Bhayandar 635022";charvishroff@yahoo.com;1973-05-15;66;1;0;160;228;0;0;138;0;2.3;2;0;1;1
354;Forest/woodland manager;Manne Inc;445-57-0309;"45/55
Sama Road, Shimla 596128";(Decimal('17.5403115'), Decimal('171.748016'));B-;['http://apte.info/'];jayan08;Aradhya Hari;F;"H.No. 528
Gala Nagar, Bulandshahr 835019";kartik43@yahoo.com;1933-04-12;63;1;0;130;254;0;0;147;0;1.4;1;1;3;0
355;comédien;Bourdon;1,54096E+14;"9, avenue de Brunel
44552 Saint Jeannine";(Decimal('88.378036'), Decimal('-165.808171'));AB+;['https://bernard.com/', 'https://diallo.com/'];webergabrielle;Yves Raynaud;M;"43, chemin Denis Bailly
48575 Saint Charles";eugenejoubert@wanadoo.fr;1933-02-17;52;1;0;128;255;0;1;161;1;0.0;2;1;3;0
356;gérant de restauration collective;Riou et Fils;1,13088E+14;"43, rue de Besson
68725 Saint Madeleine-sur-Mer";(Decimal('47.9508665'), Decimal('1.942214'));A-;['https://www.barbe.fr/', 'http://www.ribeiro.fr/', 'http://vallee.fr/'];blancfrancois;Martine Neveu;F;"8, boulevard de Pasquier
25021 Guilbert";denise97@ifrance.com;2002-06-28;42;0;0;102;265;0;0;122;0;0.6;1;0;2;1
357;ingénieur fluides, énergies, réseaux, environnement;Guillaume SARL;1,48019E+14;"92, rue Delaunay
72222 Saint Mathildenec";(Decimal('70.0134705'), Decimal('170.250283'));O+;['https://guillon.com/'];astridpayet;Charles Lebreton;M;"617, avenue de Guérin
31891 Weber";delahayesuzanne@dbmail.com;1974-02-01;52;1;3;118;186;0;0;190;0;0.0;1;0;1;1
358;Risk manager;Wong, Collins and Wright;549-15-4481;"568 Michelle Ville
North Melinda, OR 05527";(Decimal('61.996570'), Decimal('136.620369'));O+;['https://brandt.com/', 'https://bailey.com/'];aewing;Mrs. Peggy Smith;F;"975 Joyce Station
West Kelly, ID 68096";hurleyrebecca@yahoo.com;1990-03-27;64;1;3;110;211;0;0;144;1;1.8;1;0;2;1
360;juge d'instruction;Lemaire;1,61112E+14;"8, boulevard Chantal Payet
37664 EvrardBourg";(Decimal('-79.750126'), Decimal('99.386343'));O+;['http://www.noel.fr/', 'http://gimenez.com/', 'http://www.joseph.com/', 'http://www.maillard.org/'];marylouise;Antoinette Gérard;F;"33, rue Zoé Meyer
72689 Fleury";gillesneveu@bouygtel.fr;2001-04-28;70;1;1;156;245;0;0;143;0;0.0;2;0;2;1
361;Surveyor, commercial/residential;Vaidya Ltd;331-46-0253;76, Deshpande Nagar, Haldia-623128;(Decimal('28.411145'), Decimal('131.015159'));B+;['https://singhal.info/', 'https://www.salvi.com/', 'http://hans-gara.com/'];shlok38;Ryan Hari;F;"92/43, Arora Marg
Berhampore-956393";davemadhup@gmail.com;1931-12-16;62;0;2;130;263;0;1;97;0;1.2;1;1;3;0
362;Research scientist (life sciences);Vincent, Nunez and Thomas;889-81-3183;"00766 Davis Rapid
Port Paulborough, VA 54959";(Decimal('1.5718455'), Decimal('-94.897309'));A+;['http://spencer.com/', 'https://hicks-perez.com/', 'https://patel.com/', 'https://www.stewart.info/'];andrewsalexis;Melinda Stewart;F;"USS Yang
FPO AA 54538";tonya43@hotmail.com;1950-10-23;53;1;2;130;197;1;0;152;0;1.2;0;0;2;1
364;Location manager;Krishna-Devan;653-06-6996;"541
Mahal Nagar, Bihar Sharif-324280";(Decimal('-55.615649'), Decimal('68.825640'));B+;['https://comar.com/', 'https://www.korpal.info/', 'http://chatterjee.info/'];acharyakeya;Dhanush Sachar;M;73, Dara Nagar, Pune-009490;hkeer@hotmail.com;1957-07-04;45;1;3;110;264;0;1;132;0;1.2;1;0;3;0
365;Corporate treasurer;Sem-Tiwari;441-15-1380;"81, Borah Ganj
Bareilly 196285";(Decimal('-10.092880'), Decimal('-61.803948'));B+;['http://www.bhatia.com/'];sanghataran;Renee Choudhary;M;"08/597, Dass Road
Suryapet 691821";ayesha60@hotmail.com;1970-11-13;35;0;0;138;183;0;1;182;0;1.4;2;0;2;1
366;vitrailliste;Martin SARL;2,75077E+14;"boulevard Zoé Blin
65210 Texier-sur-Hervé";(Decimal('-79.201000'), Decimal('32.586836'));A+;['https://www.hardy.fr/', 'http://renard.com/', 'http://jacquot.net/'];paulcordier;Laure Barbe du Foucher;F;"32, avenue de Coulon
82241 Giraud-les-Bains";lacroixremy@gmail.com;2000-05-02;66;1;1;160;246;0;1;120;1;0.0;1;3;1;0
368;Academic librarian;Cherry-Booker;765-20-0115;"102 Chad Manor
East Scott, KY 13306";(Decimal('-24.516207'), Decimal('106.043126'));O+;['https://www.johnson-bell.com/'];kennethmckinney;William Davis;M;"8496 Bishop Harbors Apt. 344
Priceside, LA 41376";jade54@yahoo.com;2011-04-19;71;0;0;112;149;0;1;125;0;1.6;1;0;2;1
369;Air cabin crew;Bal, Bhalla and Char;010-79-9053;"15/467
Basak Street, Ambattur-703012";(Decimal('40.2652805'), Decimal('-133.203348'));AB-;['http://chaudhuri.com/', 'http://dayal-sama.com/', 'https://www.shroff-wadhwa.com/', 'http://hayer.com/'];mirayadeo;Kiaan Chaudhry;F;"H.No. 211
Vyas, Coimbatore-993004";yashvi44@gmail.com;1964-12-16;53;1;2;130;246;1;0;173;0;0.0;2;3;2;1
370;Theatre manager;Ball-Pacheco;354-11-5205;"156 Wise Grove
Andrewmouth, WI 81919";(Decimal('-80.4021575'), Decimal('-14.057540'));A+;['https://www.hamilton-moore.com/', 'http://newman.net/', 'http://schwartz-montgomery.biz/'];pittswayne;Carolyn Johnson;F;"0903 Kim Crossing
Maryfort, MN 90595";kimberly85@gmail.com;1921-09-01;56;0;1;140;294;0;0;153;0;1.3;1;0;2;1
371;Engineer, agricultural;Kent-Sutton;046-61-6875;"PSC 9989, Box 7021
APO AE 99365";(Decimal('75.8165245'), Decimal('-128.029576'));O-;['https://www.coleman-hernandez.com/', 'https://richardson.biz/', 'https://www.williams.biz/', 'http://www.phillips.info/'];fosterdaniel;Michael Young;M;"2254 Wilson Wells
Reeveschester, OK 55951";wcook@hotmail.com;1956-11-20;76;0;2;140;197;0;2;116;0;1.1;1;0;2;1
372;Archivist;Mclaughlin-Douglas;170-91-0536;"34203 Powell Ways
Christopherhaven, NH 70201";(Decimal('79.181624'), Decimal('-178.219081'));O-;['http://gross.com/', 'https://barnett-gonzalez.com/', 'https://martinez.biz/'];kgrant;Christopher Harmon;M;"Unit 4565 Box 0121
DPO AP 58710";belltammy@hotmail.com;1961-04-08;46;0;2;142;177;0;0;160;1;1.4;0;0;2;1
373;garde (chasse, pêche, littoral, rivière, parcs nationaux);Pierre Pascal SARL;1,67039E+14;"64, rue de Godard
77889 Louis-sur-Boulanger";(Decimal('-89.1773655'), Decimal('173.084112'));B-;['https://legros.com/', 'http://gomez.fr/', 'http://www.fouquet.com/'];penelopeblot;Étienne Picard;M;"26, rue Antoine
47133 Sainte Dorothée";dallain@free.fr;1981-08-06;62;0;0;160;164;0;0;145;0;6.2;0;3;3;0
374;Outdoor activities/education manager;Green-Davenport;189-10-5102;"80102 Anne Tunnel Suite 068
Richardsonstad, NV 96475";(Decimal('-44.0924705'), Decimal('-77.355220'));AB+;['http://www.hays-contreras.info/', 'http://murphy-mcmillan.com/', 'https://knight.com/'];anthonydaniels;Jodi Morales;F;"86041 Timothy Mountains Apt. 668
Patricktown, PA 96796";fosterbrett@gmail.com;1966-12-24;64;1;3;170;227;0;0;155;0;0.6;1;0;3;1
375;Commercial/residential surveyor;Das and Sons;482-96-0392;"040, Badal Road
Chandrapur 739124";(Decimal('-15.4100595'), Decimal('126.138720'));A-;['https://mand.info/', 'https://gola-sheth.com/'];alishasethi;Ela Kulkarni;M;"H.No. 207
Rajagopalan Ganj
Bathinda 046463";vedikadani@gmail.com;1987-03-19;56;0;0;134;409;0;0;150;1;1.9;1;2;3;0
377;cogniticien;Perrin;2,8409E+14;"366, rue Hélène Grenier
64424 Deschampsnec";(Decimal('41.5801805'), Decimal('94.698713'));AB+;['https://leconte.org/', 'http://didier.com/', 'https://moreno.com/', 'http://herve.com/'];chauvinmargot;Grégoire Camus;M;"2, chemin de Riou
05871 Saint Noëlnec";cousinclaude@live.com;1911-06-02;63;0;0;150;407;0;0;154;0;4.0;1;3;3;0
378;ingénieur d'application;Godard Legrand SA;2,89013E+14;"963, rue Ramos
70008 Sainte Noël";(Decimal('27.123726'), Decimal('-42.581736'));B+;['http://www.delattre.fr/'];georgesmargaud;Augustin Besnard;M;"boulevard Berthelot
36840 Saint François-la-Forêt";chartierlorraine@ifrance.com;1947-08-20;42;1;0;136;315;0;1;125;1;1.8;1;0;1;0
379;ingénieur en métrologie;Marchal;1,1909E+14;"boulevard Laroche
09727 Vallet";(Decimal('-30.4803495'), Decimal('-171.703182'));A+;['http://tanguy.net/'];chauvetgilles;Odette Millet;F;"21, boulevard Richard David
28134 Maréchal";francoiseguilbert@orange.fr;1907-07-07;51;0;0;130;305;0;1;142;1;1.2;1;0;3;0
380;Outdoor activities/education manager;Martin, Turner and Campbell;387-53-7066;"158 Daniel Shores Apt. 603
New Jessica, CT 14075";(Decimal('-50.0912615'), Decimal('-125.659559'));O+;['https://www.rogers.net/', 'http://fitzgerald.com/', 'http://miranda.com/', 'https://sloan-meyers.com/'];sgarza;Jacqueline Wolf;F;"777 Hammond Parkway Suite 209
Mariemouth, IL 67176";howardhanson@hotmail.com;1931-09-24;52;0;2;136;196;0;0;169;0;0.1;1;0;2;1
382;IT trainer;Kurian-Saraf;405-42-0829;"H.No. 089
Uppal Road, Panchkula-085974";(Decimal('30.7511625'), Decimal('-9.886704'));A+;['https://krish-maharaj.com/'];jhanda;Renee Datta;F;"H.No. 47
Chokshi Circle
Tiruchirappalli 885440";bchoudhury@hotmail.com;1972-08-20;68;1;0;144;193;1;1;141;0;3.4;1;2;3;0
383;Structural engineer;Mangal, Balay and Sachdev;273-19-4066;07, Chana Road, Kumbakonam-064868;(Decimal('-51.7656935'), Decimal('-82.485925'));AB-;['http://sha-bali.com/', 'http://www.rajagopalan.net/', 'https://www.jhaveri.com/'];kotasumer;Neysa Rege;F;"H.No. 443, Dugar Chowk
Tiruchirappalli-972457";agatepranay@gmail.com;1930-03-14;51;1;0;140;299;0;1;173;1;1.6;2;0;3;0
384;Video editor;Dennis Inc;436-33-5037;"7491 Mack Inlet Suite 656
Adamshaven, NJ 80625";(Decimal('12.3182555'), Decimal('140.698562'));A+;['https://mcclure.com/', 'https://www.macdonald.com/', 'https://shepherd.net/', 'https://cook.com/'];samuel87;Jerry Ochoa;M;"16056 Christopher Field
Kiddside, VT 04170";steven92@hotmail.com;1991-08-30;58;1;0;125;300;0;0;171;0;0.0;2;2;3;0
385;chef de fabrication des industries graphiques;Petit Brunel SARL;1,381E+14;"484, chemin Gilbert Dubois
61667 Baron";(Decimal('-87.3678485'), Decimal('6.450704'));O+;['https://www.julien.com/', 'http://www.traore.org/', 'http://www.etienne.fr/', 'http://www.dubois.net/'];rlaurent;Josette Fleury-Launay;F;"44, chemin Gabriel Bodin
85067 Hoarau-sur-Bernard";aledoux@orange.fr;1997-12-13;44;1;1;120;220;0;1;170;0;0.0;2;0;2;1
386;Occupational hygienist;Sodhi-Jayaraman;888-63-0410;89/35, Buch Street, Satna 392989;(Decimal('-36.7814715'), Decimal('9.641891'));AB-;['https://www.bhat.org/', 'https://www.malhotra.info/'];navyashetty;Samarth Koshy;M;"H.No. 579
Sanghvi Nagar
Ramagundam-647047";mrout@gmail.com;1941-07-21;64;1;0;128;263;0;1;105;1;0.2;1;1;3;1
387;géologue modélisateur;Albert;2,37119E+14;"boulevard Manon Samson
06212 Carlier-sur-Mer";(Decimal('-38.6544885'), Decimal('-139.298320'));A-;['http://andre.com/'];qsamson;Agathe Renaud du Cousin;F;"89, chemin Tanguy
27119 Roux-les-Bains";mauricetessier@voila.fr;1978-05-05;65;0;2;140;417;1;0;157;0;0.8;2;1;2;1
388;Embryologist, clinical;Borde, Bhakta and Goswami;100-95-2336;"18/98
Dutta Nagar, Vijayanagaram-800591";(Decimal('70.159765'), Decimal('-42.616392'));O+;['https://www.goda.info/', 'http://www.grewal.com/'];reneedyal;Yuvaan Jayaraman;M;"910
Bal Street, Faridabad 406683";aliasastry@gmail.com;2001-08-31;77;1;0;125;304;0;0;162;1;0.0;2;3;2;0
389;Armed forces technical officer;Herrera-Jenkins;106-54-1163;"7545 Erin Spur Suite 294
Douglasfort, UT 36230";(Decimal('8.133981'), Decimal('152.032251'));AB-;['https://www.crawford-garcia.com/', 'https://jacobs.com/', 'http://crawford-pearson.com/', 'http://www.lee-allen.net/'];chanryan;Samantha Duncan;F;"98864 Christine Forges
Mooreburgh, AR 56830";zgilbert@gmail.com;1930-08-10;59;1;0;110;239;0;0;142;1;1.2;1;1;3;0
390;Teacher, English as a foreign language;Datta, Dutta and Brar;805-87-7715;"64/08
Singh Road, Bidhannagar-795435";(Decimal('51.000083'), Decimal('-81.436851'));A-;['http://vig.org/', 'http://khalsa-vig.com/', 'http://www.sastry-rastogi.com/', 'http://krishnamurthy.info/'];zgandhi;Samar Sarkar;F;"317
Sood Circle, Alappuzha 649180";miraya47@gmail.com;2012-05-27;45;0;1;112;160;0;1;138;0;0.0;1;0;2;1
392;Water engineer;Varty, Koshy and Ranganathan;125-13-6117;"54, Kar Road
Barasat-199433";(Decimal('-6.654902'), Decimal('-164.656424'));AB+;['https://www.raju.org/', 'https://sarna-rajagopalan.com/'];samarth62;Nishith Bava;F;99/937, Sandhu Ganj, Naihati 869397;kray@yahoo.com;1946-10-04;42;1;0;136;315;0;1;125;1;1.8;1;0;1;0
393;sous-officier de l'armée de l'air;Perret;1,56043E+14;"91, boulevard Dupont
31604 Thibault";(Decimal('-24.8731715'), Decimal('71.197077'));AB-;['http://www.marty.com/', 'http://lebon.fr/'];caroline61;Inès-Isabelle Menard;F;"28, avenue Eugène Delahaye
81192 Bourgeois-les-Bains";benoit79@ifrance.com;1947-08-30;58;0;0;170;225;1;0;146;1;2.8;1;2;1;0
394;moniteur d'activités équestres;Langlois;1,48093E+14;"66, rue Voisin
91831 Vallet";(Decimal('82.196096'), Decimal('-123.510664'));B-;['https://gilles.fr/'];rossiantoine;Alphonse Humbert;M;"8, rue Nicolas
38472 Dias";bertinjules@free.fr;1950-04-24;52;1;0;108;233;1;1;147;0;0.1;2;3;3;1
395;traducteur technique;Raymond Barre SARL;2,80029E+14;"16, avenue de Dos Santos
45963 Reynaud-sur-Fernandes";(Decimal('-51.0469895'), Decimal('82.918844'));AB+;['https://dijoux.com/'];xguillou;Suzanne Pons;F;"rue Élodie Carre
81375 MaheBourg";stephanielemoine@orange.fr;2021-10-07;51;1;2;100;222;0;1;143;1;1.2;1;0;2;1
396;Prison officer;Jain, Gopal and Sachdeva;099-20-0071;"H.No. 901, Lalla Marg
Faridabad 919733";(Decimal('-9.226952'), Decimal('-155.468998'));B-;['http://brahmbhatt-gill.com/', 'https://www.savant.biz/', 'https://keer.com/'];ranbir62;Suhana Kade;M;273, Shere Ganj, Ambarnath-178052;prerak06@gmail.com;1947-03-24;52;1;1;134;201;0;1;158;0;0.8;2;1;2;1
